query_id,query,route,ndcg_at_10,rr_first_exact,latency_ms,utility,candidate_count,token_count,char_count,has_question,has_model_number,has_money,has_negation,has_compatibility,has_color
164,(8 pack) for not samsung galaxy a71 5g case,lexical,0.8444,1.0,2.0,0.8364,16,9.0,43.0,0.0,0.0,0.0,1.0,1.0,0.0
164,(8 pack) for not samsung galaxy a71 5g case,dense,0.8446,1.0,8.0,0.8126,16,9.0,43.0,0.0,0.0,0.0,1.0,1.0,0.0
164,(8 pack) for not samsung galaxy a71 5g case,hybrid,0.8192,1.0,11.0,0.7752,16,9.0,43.0,0.0,0.0,0.0,1.0,1.0,0.0
164,(8 pack) for not samsung galaxy a71 5g case,rerank,0.8192,1.0,35.0,0.6792,16,9.0,43.0,0.0,0.0,0.0,1.0,1.0,0.0
165,"(8 pck, one without packaging ) umbra single",lexical,0.1647,0.1111,2.0,0.1567,40,7.0,44.0,0.0,0.0,0.0,1.0,0.0,0.0
165,"(8 pck, one without packaging ) umbra single",dense,0.3276,0.25,8.0,0.2956,40,7.0,44.0,0.0,0.0,0.0,1.0,0.0,0.0
165,"(8 pck, one without packaging ) umbra single",hybrid,0.2801,0.2,11.0,0.2361,40,7.0,44.0,0.0,0.0,0.0,1.0,0.0,0.0
165,"(8 pck, one without packaging ) umbra single",rerank,0.7405,1.0,35.0,0.6005,40,7.0,44.0,0.0,0.0,0.0,1.0,0.0,0.0
174,(if you’re not in it for love) i’m outta here!,lexical,0.5419,1.0,2.0,0.5339,39,12.0,46.0,0.0,0.0,0.0,1.0,1.0,0.0
174,(if you’re not in it for love) i’m outta here!,dense,0.6581,1.0,8.0,0.6261,39,12.0,46.0,0.0,0.0,0.0,1.0,1.0,0.0
174,(if you’re not in it for love) i’m outta here!,hybrid,0.6247,1.0,11.0,0.5807,39,12.0,46.0,0.0,0.0,0.0,1.0,1.0,0.0
174,(if you’re not in it for love) i’m outta here!,rerank,0.6247,1.0,35.0,0.4847,39,12.0,46.0,0.0,0.0,0.0,1.0,1.0,0.0
177,(p_num: integer not null i_num: integer not null,lexical,0.7807,0.5,2.0,0.7727,11,10.0,48.0,0.0,0.0,0.0,1.0,0.0,0.0
177,(p_num: integer not null i_num: integer not null,dense,0.7807,0.5,8.0,0.7487,11,10.0,48.0,0.0,0.0,0.0,1.0,0.0,0.0
177,(p_num: integer not null i_num: integer not null,hybrid,0.7807,0.5,11.0,0.7367,11,10.0,48.0,0.0,0.0,0.0,1.0,0.0,0.0
177,(p_num: integer not null i_num: integer not null,rerank,0.7807,0.5,35.0,0.6407,11,10.0,48.0,0.0,0.0,0.0,1.0,0.0,0.0
182,"(the scale does not lie, people do)",lexical,0.6114,1.0,2.0,0.6034,16,7.0,35.0,1.0,0.0,0.0,1.0,0.0,0.0
182,"(the scale does not lie, people do)",dense,0.6023,1.0,8.0,0.5703,16,7.0,35.0,1.0,0.0,0.0,1.0,0.0,0.0
182,"(the scale does not lie, people do)",hybrid,0.6023,1.0,11.0,0.5583,16,7.0,35.0,1.0,0.0,0.0,1.0,0.0,0.0
182,"(the scale does not lie, people do)",rerank,0.6023,1.0,35.0,0.4623,16,7.0,35.0,1.0,0.0,0.0,1.0,0.0,0.0
184,(thermos funtainer without the handle on the lid) - 2 pack,lexical,0.7065,1.0,2.0,0.6985,40,10.0,58.0,0.0,0.0,0.0,1.0,0.0,0.0
184,(thermos funtainer without the handle on the lid) - 2 pack,dense,0.7626,1.0,8.0,0.7306,40,10.0,58.0,0.0,0.0,0.0,1.0,0.0,0.0
184,(thermos funtainer without the handle on the lid) - 2 pack,hybrid,0.6973,1.0,11.0,0.6533,40,10.0,58.0,0.0,0.0,0.0,1.0,0.0,0.0
184,(thermos funtainer without the handle on the lid) - 2 pack,rerank,0.7494,1.0,35.0,0.6094,40,10.0,58.0,0.0,0.0,0.0,1.0,0.0,0.0
185,(travel size) juillet has a gun perfume not a perfume,lexical,0.6035,0.5,2.0,0.5955,40,10.0,53.0,0.0,0.0,0.0,1.0,0.0,0.0
185,(travel size) juillet has a gun perfume not a perfume,dense,0.781,1.0,8.0,0.749,40,10.0,53.0,0.0,0.0,0.0,1.0,0.0,0.0
185,(travel size) juillet has a gun perfume not a perfume,hybrid,0.7243,1.0,11.0,0.6803,40,10.0,53.0,0.0,0.0,0.0,1.0,0.0,0.0
185,(travel size) juillet has a gun perfume not a perfume,rerank,0.7243,1.0,35.0,0.5843,40,10.0,53.0,0.0,0.0,0.0,1.0,0.0,0.0
194,* batteries not included,lexical,0.7825,1.0,2.0,0.7745,14,3.0,24.0,0.0,0.0,0.0,1.0,0.0,0.0
194,* batteries not included,dense,0.7825,1.0,8.0,0.7505,14,3.0,24.0,0.0,0.0,0.0,1.0,0.0,0.0
194,* batteries not included,hybrid,0.7825,1.0,11.0,0.7385,14,3.0,24.0,0.0,0.0,0.0,1.0,0.0,0.0
194,* batteries not included,rerank,0.7859,1.0,35.0,0.6459,14,3.0,24.0,0.0,0.0,0.0,1.0,0.0,0.0
207,+ 200 bifocal glasses without line for men,lexical,0.5636,1.0,2.0,0.5556,40,7.0,42.0,0.0,0.0,0.0,1.0,1.0,0.0
207,+ 200 bifocal glasses without line for men,dense,0.655,1.0,8.0,0.623,40,7.0,42.0,0.0,0.0,0.0,1.0,1.0,0.0
207,+ 200 bifocal glasses without line for men,hybrid,0.5427,1.0,11.0,0.4987,40,7.0,42.0,0.0,0.0,0.0,1.0,1.0,0.0
207,+ 200 bifocal glasses without line for men,rerank,0.5427,1.0,35.0,0.4027,40,7.0,42.0,0.0,0.0,0.0,1.0,1.0,0.0
212,+4x2 raised garden bed not fabric,lexical,0.5878,1.0,2.0,0.5798,40,6.0,33.0,0.0,0.0,0.0,1.0,0.0,0.0
212,+4x2 raised garden bed not fabric,dense,0.4131,0.5,8.0,0.3811,40,6.0,33.0,0.0,0.0,0.0,1.0,0.0,0.0
212,+4x2 raised garden bed not fabric,hybrid,0.5253,1.0,11.0,0.4813,40,6.0,33.0,0.0,0.0,0.0,1.0,0.0,0.0
212,+4x2 raised garden bed not fabric,rerank,0.5253,1.0,35.0,0.3853,40,6.0,33.0,0.0,0.0,0.0,1.0,0.0,0.0
226,+outside weather station and not digital,lexical,0.6268,0.3333,2.0,0.6188,39,6.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0
226,+outside weather station and not digital,dense,0.5514,0.2,8.0,0.5194,39,6.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0
226,+outside weather station and not digital,hybrid,0.5855,0.5,11.0,0.5415,39,6.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0
226,+outside weather station and not digital,rerank,0.5855,0.5,35.0,0.4455,39,6.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0
229,+women red shoes without lacies,lexical,0.6615,1.0,2.0,0.6535,40,5.0,31.0,0.0,0.0,0.0,1.0,0.0,1.0
229,+women red shoes without lacies,dense,0.6105,0.5,8.0,0.5785,40,5.0,31.0,0.0,0.0,0.0,1.0,0.0,1.0
229,+women red shoes without lacies,hybrid,0.6425,1.0,11.0,0.5985,40,5.0,31.0,0.0,0.0,0.0,1.0,0.0,1.0
229,+women red shoes without lacies,rerank,0.7507,1.0,35.0,0.6107,40,5.0,31.0,0.0,0.0,0.0,1.0,0.0,1.0
230,", 1, skullcandy jib wired in-earphone without mic (black)",lexical,0.6895,0.25,2.0,0.6815,16,9.0,57.0,0.0,0.0,0.0,1.0,0.0,1.0
230,", 1, skullcandy jib wired in-earphone without mic (black)",dense,0.7236,0.3333,8.0,0.6916,16,9.0,57.0,0.0,0.0,0.0,1.0,0.0,1.0
230,", 1, skullcandy jib wired in-earphone without mic (black)",hybrid,0.7453,0.5,11.0,0.7013,16,9.0,57.0,0.0,0.0,0.0,1.0,0.0,1.0
230,", 1, skullcandy jib wired in-earphone without mic (black)",rerank,0.7646,0.25,35.0,0.6246,16,9.0,57.0,0.0,0.0,0.0,1.0,0.0,1.0
247,", pharmaton without yinseng",lexical,0.5403,0.3333,2.0,0.5323,38,3.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0
247,", pharmaton without yinseng",dense,0.5557,0.5,8.0,0.5237,38,3.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0
247,", pharmaton without yinseng",hybrid,0.5394,0.5,11.0,0.4954,38,3.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0
247,", pharmaton without yinseng",rerank,0.5374,0.5,35.0,0.3974,38,3.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0
267,- *item not packed in kit -,lexical,0.3562,0.1667,2.0,0.3482,11,5.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0
267,- *item not packed in kit -,dense,0.3155,0.125,8.0,0.2835,11,5.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0
267,- *item not packed in kit -,hybrid,0.3333,0.1429,11.0,0.2893,11,5.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0
267,- *item not packed in kit -,rerank,0.3333,0.1429,35.0,0.1933,11,5.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0
275,- hanging do not enter,lexical,0.867,1.0,2.0,0.859,16,4.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0
275,- hanging do not enter,dense,0.8271,1.0,8.0,0.7951,16,4.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0
275,- hanging do not enter,hybrid,0.8935,1.0,11.0,0.8495,16,4.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0
275,- hanging do not enter,rerank,0.9186,1.0,35.0,0.7786,16,4.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0
277,- horn button without tilt,lexical,0.5077,1.0,2.0,0.4997,16,4.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0
277,- horn button without tilt,dense,0.933,1.0,8.0,0.901,16,4.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0
277,- horn button without tilt,hybrid,0.7734,1.0,11.0,0.7294,16,4.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0
277,- horn button without tilt,rerank,0.7734,1.0,35.0,0.6334,16,4.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0
284,- mini display iphone to hdmi without bluetooth,lexical,0.7119,0.5,2.0,0.7039,16,7.0,47.0,0.0,0.0,0.0,1.0,0.0,0.0
284,- mini display iphone to hdmi without bluetooth,dense,0.7947,1.0,8.0,0.7627,16,7.0,47.0,0.0,0.0,0.0,1.0,0.0,0.0
284,- mini display iphone to hdmi without bluetooth,hybrid,0.6935,0.5,11.0,0.6495,16,7.0,47.0,0.0,0.0,0.0,1.0,0.0,0.0
284,- mini display iphone to hdmi without bluetooth,rerank,0.6935,0.5,35.0,0.5535,16,7.0,47.0,0.0,0.0,0.0,1.0,0.0,0.0
285,- power auto folding mirrors corner lights not painted,lexical,0.3606,0.2,2.0,0.3526,40,8.0,54.0,0.0,0.0,0.0,1.0,0.0,0.0
285,- power auto folding mirrors corner lights not painted,dense,0.4306,0.3333,8.0,0.3986,40,8.0,54.0,0.0,0.0,0.0,1.0,0.0,0.0
285,- power auto folding mirrors corner lights not painted,hybrid,0.4804,0.25,11.0,0.4364,40,8.0,54.0,0.0,0.0,0.0,1.0,0.0,0.0
285,- power auto folding mirrors corner lights not painted,rerank,0.4082,0.25,35.0,0.2682,40,8.0,54.0,0.0,0.0,0.0,1.0,0.0,0.0
289,- wash non-chlorine bleach. tumble dry low. do not iron.,lexical,0.2932,0.3333,2.0,0.2852,27,10.0,56.0,0.0,0.0,0.0,1.0,0.0,0.0
289,- wash non-chlorine bleach. tumble dry low. do not iron.,dense,0.2932,0.3333,8.0,0.2612,27,10.0,56.0,0.0,0.0,0.0,1.0,0.0,0.0
289,- wash non-chlorine bleach. tumble dry low. do not iron.,hybrid,0.2932,0.3333,11.0,0.2492,27,10.0,56.0,0.0,0.0,0.0,1.0,0.0,0.0
289,- wash non-chlorine bleach. tumble dry low. do not iron.,rerank,0.2932,0.3333,35.0,0.1532,27,10.0,56.0,0.0,0.0,0.0,1.0,0.0,0.0
296,-1 3/4'' center pop up drain without overflow,lexical,0.6154,0.3333,2.0,0.6074,40,9.0,45.0,0.0,0.0,0.0,1.0,0.0,0.0
296,-1 3/4'' center pop up drain without overflow,dense,0.6618,0.5,8.0,0.6298,40,9.0,45.0,0.0,0.0,0.0,1.0,0.0,0.0
